participant,condition,engine,trial_index,audio_identifier,speaker,voice_type,mos_rating,rt_ms
P05,B,new,37,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,5,9357.0
P05,B,new,38,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,4,9997.0
P05,B,new,39,07 segundos brce-22-gt M-n-20db,brce-22,natural,4,9492.0
P05,B,new,40,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,5,25679.0
P05,B,new,41,07 segundos brpr-20-gt F-n-20db,brpr-20,natural,5,20035.0
P05,B,new,42,07 segundos brpr-27-gt F-n-20db,brpr-27,natural,5,10078.0
P05,B,new,43,08 segundos brce-20-gt M-n-20db,brce-20,natural,5,10472.0
P05,B,new,44,08 segundos brpr-28-gt F-n-20db,brpr-28,natural,5,10863.0
P05,B,new,45,08 segundos brrj-26-gt M-n-20db,brrj-26,natural,4,12301.0
P05,B,new,46,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,5,10476.0
P05,B,new,47,09 segundos brba-22-gt M-n-20db,brba-22,natural,4,12841.0
P05,B,new,48,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,5,11958.0
P05,B,new,49,09 segundos brpr-24-gt F-n-20db,brpr-24,natural,5,11411.0
P05,B,new,50,10 segundos brce-29-gt M-n-20db,brce-29,natural,4,12830.0
P05,B,new,51,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,5,12898.0
P05,B,new,52,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,5,12002.0
P05,B,new,53,10 segundos brpr-29-gt F-n-20db,brpr-29,natural,5,28796.0
P05,B,new,54,11 segundos brpe-20-gt M-n-20db,brpe-20,natural,5,15391.0
P05,B,new,55,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,5,13631.0
P05,B,new,56,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,5,16777.0
P05,B,new,57,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,5,14505.0
P05,B,new,58,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,5,15671.0
P05,B,new,59,14 segundos brrs-24-gt M-n-20db,brrs-24,natural,5,16587.0
P05,B,new,60,17 segundos brrs-21-gt F-n-20db,brrs-21,natural,5,18860.0
P06,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,2,11333.7
P06,B,new,2,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,2,23453.9
P06,B,new,3,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,2,23976.7
P06,B,new,4,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,4,14236.0
P06,B,new,5,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,2,9982.7
P06,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,2,11918.0
P06,B,new,7,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,3,13054.0
P06,B,new,8,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,1,20236.0
P06,B,new,9,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,1,21964.4
P06,B,new,10,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,2,29114.3
P06,B,new,11,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,2,15229.3
P06,B,new,12,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,3,12098.9
P06,B,new,13,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,4,14516.0
P06,B,new,14,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,1,13193.5
P06,B,new,15,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,2,16241.8
P06,B,new,16,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,5,18229.5
P06,B,new,17,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,3,17047.2
P06,B,new,18,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,5,57744.2
P06,B,new,19,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,4,13946.3
P06,B,new,20,03 segundos brrs-20-syntacc-295Ksteps F-n-20db,brrs-20,synthetic,1,13980.8
P06,B,new,21,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,2,18360.0
P06,B,new,22,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,3,18116.1
P06,B,new,23,03 segundos brrs-28-syntacc-295Ksteps M-n-20db,brrs-28,synthetic,2,16746.8
P06,B,new,24,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,2,11271.2
P06,B,new,25,03 segundos brsp-28-syntacc-295Ksteps F-n-20db,brsp-28,synthetic,3,11797.0
P06,B,new,26,04 segundos bral-22-syntacc-295Ksteps M-n-20db,bral-22,synthetic,3,23542.3
P06,B,new,27,04 segundos brba-23-syntacc-295Ksteps F-n-20db,brba-23,synthetic,2,15323.8
P06,B,new,28,04 segundos brsp-29-syntacc-295Ksteps M-n-20db,brsp-29,synthetic,1,17955.2
P06,B,new,29,05 segundos brpr-10-gt F-n-20db,brpr-10,natural,5,24443.3
P06,B,new,30,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,5,17944.4
P06,B,new,31,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,4,28408.4
P06,B,new,32,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,3,23927.2
P06,B,new,33,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,1,8934.9
P06,B,new,34,06 segundos bral-24-gt M-n-20db,bral-24,natural,5,33966.9
P06,B,new,35,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,4,37743.6
P06,B,new,36,06 segundos brpr-13-gt F-n-20db,brpr-13,natural,4,17579.3
P06,B,new,37,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,5,11663.8
P06,B,new,38,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,4,35883.3
P06,B,new,39,07 segundos brce-22-gt M-n-20db,brce-22,natural,4,31280.1
P06,B,new,40,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,5,23585.3
P06,B,new,41,07 segundos brpr-20-gt F-n-20db,brpr-20,natural,4,20042.8
P06,B,new,42,07 segundos brpr-27-gt F-n-20db,brpr-27,natural,4,31794.1
P06,B,new,43,08 segundos brce-20-gt M-n-20db,brce-20,natural,5,29523.0
P06,B,new,44,08 segundos brpr-28-gt F-n-20db,brpr-28,natural,4,54066.1
P06,B,new,45,08 segundos brrj-26-gt M-n-20db,brrj-26,natural,5,42550.6
P06,B,new,46,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,5,41551.4
P06,B,new,47,09 segundos brba-22-gt M-n-20db,brba-22,natural,4,24396.8
P06,B,new,48,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,5,31545.1
P06,B,new,49,09 segundos brpr-24-gt F-n-20db,brpr-24,natural,5,12714.4
P06,B,new,50,10 segundos brce-29-gt M-n-20db,brce-29,natural,5,48477.8
P06,B,new,51,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,5,38235.7
P06,B,new,52,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,5,28631.8
P06,B,new,53,10 segundos brpr-29-gt F-n-20db,brpr-29,natural,5,25655.3
P06,B,new,54,11 segundos brpe-20-gt M-n-20db,brpe-20,natural,4,31019.3
P06,B,new,55,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,4,41314.0
P06,B,new,56,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,5,42484.6
P06,B,new,57,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,5,15029.5
P06,B,new,58,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,5,16968.4
P06,B,new,59,14 segundos brrs-24-gt M-n-20db,brrs-24,natural,5,16803.3
P06,B,new,60,17 segundos brrs-21-gt F-n-20db,brrs-21,natural,5,21112.5
P07,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,4,10936.6
P07,B,new,2,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,3,7310.5
P07,B,new,3,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,3,11059.9
P07,B,new,4,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,2,9336.5
P07,B,new,5,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,2,9926.9
P07,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,2,11637.3
P07,B,new,7,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,3,11131.2
P07,B,new,8,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,1,12744.4
P07,B,new,9,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,1,11128.1
P07,B,new,10,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,3,10329.5
P07,B,new,11,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,3,10771.9
P07,B,new,12,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,2,8981.8
P07,B,new,13,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,3,10724.0
P07,B,new,14,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,3,11908.2
P07,B,new,15,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,2,8609.2
P07,B,new,16,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,2,9347.3
P07,B,new,17,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,3,13282.3
P07,B,new,18,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,3,9310.3
P07,B,new,19,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,3,6314.5
P07,B,new,20,03 segundos brrs-20-syntacc-295Ksteps F-n-20db,brrs-20,synthetic,4,5698.9
P07,B,new,21,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,3,9240.0
P07,B,new,22,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,2,6128.6
P07,B,new,23,03 segundos brrs-28-syntacc-295Ksteps M-n-20db,brrs-28,synthetic,2,9678.1
P07,B,new,24,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,2,6150.1
P07,B,new,25,03 segundos brsp-28-syntacc-295Ksteps F-n-20db,brsp-28,synthetic,3,9212.3
P07,B,new,26,04 segundos bral-22-syntacc-295Ksteps M-n-20db,bral-22,synthetic,3,17386.5
P07,B,new,27,04 segundos brba-23-syntacc-295Ksteps F-n-20db,brba-23,synthetic,3,11462.0
P07,B,new,28,04 segundos brsp-29-syntacc-295Ksteps M-n-20db,brsp-29,synthetic,3,7314.4
P07,B,new,29,05 segundos brpr-10-gt F-n-20db,brpr-10,natural,4,11453.6
P07,B,new,30,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,4,20752.0
P07,B,new,31,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,3,14873.0
P07,B,new,32,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,4,9059.7
P07,B,new,33,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,3,15771.7
P07,B,new,34,06 segundos bral-24-gt M-n-20db,bral-24,natural,3,14624.0
P07,B,new,35,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,4,11209.6
P07,B,new,36,06 segundos brpr-13-gt F-n-20db,brpr-13,natural,4,9380.4
P07,B,new,37,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,4,8998.4
P07,B,new,38,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,5,9177.8
P07,B,new,39,07 segundos brce-22-gt M-n-20db,brce-22,natural,4,16885.6
P07,B,new,40,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,4,24473.5
P07,B,new,41,07 segundos brpr-20-gt F-n-20db,brpr-20,natural,4,9758.5
P07,B,new,42,07 segundos brpr-27-gt F-n-20db,brpr-27,natural,5,8806.9
P07,B,new,43,08 segundos brce-20-gt M-n-20db,brce-20,natural,3,19516.7
P07,B,new,44,08 segundos brpr-28-gt F-n-20db,brpr-28,natural,2,12944.6
P07,B,new,45,08 segundos brrj-26-gt M-n-20db,brrj-26,natural,3,10710.5
P07,B,new,46,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,3,11956.4
P07,B,new,47,09 segundos brba-22-gt M-n-20db,brba-22,natural,4,13065.6
P07,B,new,48,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,2,21453.6
P07,B,new,49,09 segundos brpr-24-gt F-n-20db,brpr-24,natural,5,14574.2
P07,B,new,50,10 segundos brce-29-gt M-n-20db,brce-29,natural,4,25036.9
P07,B,new,51,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,3,25027.7
P07,B,new,52,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,5,12359.3
P07,B,new,53,10 segundos brpr-29-gt F-n-20db,brpr-29,natural,4,12687.4
P07,B,new,54,11 segundos brpe-20-gt M-n-20db,brpe-20,natural,4,23801.3
P07,B,new,55,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,4,14394.0
P07,B,new,56,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,2,16658.3
P07,B,new,57,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,4,17724.3
P07,B,new,58,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,5,17354.2
P07,B,new,59,14 segundos brrs-24-gt M-n-20db,brrs-24,natural,3,17126.9
P07,B,new,60,17 segundos brrs-21-gt F-n-20db,brrs-21,natural,4,62028.6
P08,A,new,61,04 segundos brmg-26-syntacc-295Ksteps M-n-20db,brmg-26,synthetic,3,7437.4
P08,A,new,62,04 segundos brpr-14-syntacc-295Ksteps F-n-20db,brpr-14,synthetic,2,7022.7
P08,A,new,63,04 segundos brpr-15-syntacc-295Ksteps F-n-20db,brpr-15,synthetic,4,9316.1
P08,A,new,64,04 segundos brpr-19-syntacc-295Ksteps F-n-20db,brpr-19,synthetic,2,6748.9
P08,A,new,65,04 segundos brpr-20-syntacc-295Ksteps F-n-20db,brpr-20,synthetic,2,6483.2
P08,A,new,66,04 segundos brpr-27-syntacc-295Ksteps F-n-20db,brpr-27,synthetic,2,6515.3
P08,A,new,67,04 segundos brrs-10-gt F-n-20db,brrs-10,natural,3,11049.5
P08,A,new,68,04 segundos brrs-14-gt F-n-20db,brrs-14,natural,4,6079.6
P08,A,new,69,04 segundos brrs-16-gt F-n-20db,brrs-16,natural,5,6582.1
P08,A,new,70,04 segundos brrs-18-gt F-n-20db,brrs-18,natural,4,11431.2
P08,A,new,71,04 segundos brsp-10-gt M-n-20db,brsp-10,natural,3,8938.5
P08,A,new,72,04 segundos brsp-11-gt M-n-20db,brsp-11,natural,3,6994.1
P08,A,new,73,04 segundos brsp-13-gt F-n-20db,brsp-13,natural,5,6867.0
P08,A,new,74,04 segundos brsp-25-syntacc-295Ksteps M-n-20db,brsp-25,synthetic,2,6370.6
P08,A,new,75,05 segundos bral-20-gt M-n-20db,bral-20,natural,4,8047.5
P08,A,new,76,05 segundos bral-22-gt M-n-20db,bral-22,natural,4,8042.9
P08,A,new,77,05 segundos bral-23-gt M-n-20db,bral-23,natural,4,6691.6
P08,A,new,78,05 segundos bral-24-syntacc-295Ksteps M-n-20db,bral-24,synthetic,3,8512.6
P08,A,new,79,05 segundos brba-21-gt M-n-20db,brba-21,natural,3,7195.0
P08,A,new,80,05 segundos brce-22-syntacc-295Ksteps M-n-20db,brce-22,synthetic,1,7623.0
P08,A,new,81,05 segundos brce-26-gt M-n-20db,brce-26,natural,5,6815.8
P08,A,new,82,05 segundos brmg-22-syntacc-295Ksteps F-n-20db,brmg-22,synthetic,1,7193.8
P08,A,new,83,05 segundos brmg-29-syntacc-295Ksteps M-n-20db,brmg-29,synthetic,3,7316.8
P08,A,new,84,05 segundos brpb-22-gt M-n-20db,brpb-22,natural,4,8324.5
P08,A,new,85,05 segundos brpe-22-syntacc-295Ksteps M-n-20db,brpe-22,synthetic,1,8095.6
P08,A,new,86,05 segundos brpe-26-gt M-n-20db,brpe-26,natural,3,8311.2
P08,A,new,87,05 segundos brpe-29-gt M-n-20db,brpe-29,natural,4,8225.2
P08,A,new,88,05 segundos brpr-10-syntacc-295Ksteps F-n-20db,brpr-10,synthetic,2,7249.5
P08,A,new,89,05 segundos brpr-13-syntacc-295Ksteps F-n-20db,brpr-13,synthetic,2,7265.0
P08,A,new,90,05 segundos brpr-18-gt F-n-20db,brpr-18,natural,4,6620.5
P08,A,new,91,05 segundos brpr-28-syntacc-295Ksteps F-n-20db,brpr-28,synthetic,1,7516.1
P08,A,new,92,05 segundos brrj-26-syntacc-295Ksteps M-n-20db,brrj-26,synthetic,1,7228.1
P08,A,new,93,05 segundos brrs-25-gt M-n-20db,brrs-25,natural,4,8273.2
P08,A,new,94,05 segundos brrs-28-gt M-n-20db,brrs-28,natural,5,6982.2
P08,A,new,95,05 segundos brrs-29-syntacc-295Ksteps F-n-20db,brrs-29,synthetic,4,7101.9
P08,A,new,96,05 segundos brsp-22-gt M-n-20db,brsp-22,natural,5,9699.1
P08,A,new,97,05 segundos brsp-24-gt M-n-20db,brsp-24,natural,4,7343.3
P08,A,new,98,05 segundos brsp-28-gt F-n-20db,brsp-28,natural,5,7745.8
P08,A,new,99,06 segundos bral-26-gt M-n-20db,bral-26,natural,4,8417.9
P08,A,new,100,06 segundos brba-22-syntacc-295Ksteps M-n-20db,brba-22,synthetic,4,8819.5
P08,A,new,101,06 segundos brba-24-gt M-n-20db,brba-24,natural,3,8172.1
P08,A,new,102,06 segundos brce-20-syntacc-295Ksteps M-n-20db,brce-20,synthetic,2,8266.9
P08,A,new,103,06 segundos brpe-28-gt M-n-20db,brpe-28,natural,3,8776.6
P08,A,new,104,06 segundos brpr-24-syntacc-295Ksteps F-n-20db,brpr-24,synthetic,1,8567.5
P08,A,new,105,06 segundos brrs-20-gt F-n-20db,brrs-20,natural,5,8261.0
P08,A,new,106,07 segundos brba-23-gt F-n-20db,brba-23,natural,3,14588.2
P08,A,new,107,07 segundos brce-29-syntacc-295Ksteps M-n-20db,brce-29,synthetic,1,10827.2
P08,A,new,108,07 segundos brgo-28-syntacc-295Ksteps M-n-20db,brgo-28,synthetic,2,9820.2
P08,A,new,109,07 segundos brpe-20-syntacc-295Ksteps M-n-20db,brpe-20,synthetic,3,9083.2
P08,A,new,110,07 segundos brpr-21-syntacc-295Ksteps F-n-20db,brpr-21,synthetic,1,9609.5
P08,A,new,111,07 segundos brpr-29-syntacc-295Ksteps F-n-20db,brpr-29,synthetic,2,17297.8
P08,A,new,112,07 segundos brrs-23-gt F-n-20db,brrs-23,natural,3,9140.0
P08,A,new,113,08 segundos brpr-22-gt F-n-20db,brpr-22,natural,3,11002.4
P08,A,new,114,08 segundos brpr-25-syntacc-295Ksteps F-n-20db,brpr-25,synthetic,3,12354.8
P08,A,new,115,08 segundos brrs-21-syntacc-295Ksteps F-n-20db,brrs-21,synthetic,3,12233.6
P08,A,new,116,08 segundos brsp-27-syntacc-295Ksteps M-n-20db,brsp-27,synthetic,1,10898.1
P08,A,new,117,08 segundos brsp-29-gt M-n-20db,brsp-29,natural,4,12567.7
P08,A,new,118,09 segundos brpb-20-syntacc-295Ksteps M-n-20db,brpb-20,synthetic,2,11064.6
P08,A,new,119,09 segundos brrs-26-gt F-n-20db,brrs-26,natural,5,11591.4
P08,A,new,120,10 segundos brpb-28-syntacc-295Ksteps M-n-20db,brpb-28,synthetic,2,14701.6
P09,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,2,7666.0
P09,B,new,2,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,4,4160.5
P09,B,new,3,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,2,4783.1
P09,B,new,4,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,4,5415.4
P09,B,new,5,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,4,6243.7
P09,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,2,4526.9
P09,B,new,7,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,3,5184.4
P09,B,new,8,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,3,4166.7
P09,B,new,9,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,2,6219.0
P09,B,new,10,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,3,6218.7
P09,B,new,11,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,3,5110.4
P09,B,new,12,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,2,6643.4
P09,B,new,13,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,4,5243.0
P09,B,new,14,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,2,5086.3
P09,B,new,15,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,1,4832.6
P09,B,new,16,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,3,4609.3
P09,B,new,17,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,3,4945.9
P09,B,new,18,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,4,4755.1
P09,B,new,19,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,3,6525.7
P09,B,new,20,03 segundos brrs-20-syntacc-295Ksteps F-n-20db,brrs-20,synthetic,5,7750.6
P09,B,new,21,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,4,10023.9
P09,B,new,22,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,2,5032.7
P09,B,new,23,03 segundos brrs-28-syntacc-295Ksteps M-n-20db,brrs-28,synthetic,3,4300.0
P09,B,new,24,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,4,10721.3
P09,B,new,25,03 segundos brsp-28-syntacc-295Ksteps F-n-20db,brsp-28,synthetic,5,4744.8
P09,B,new,26,04 segundos bral-22-syntacc-295Ksteps M-n-20db,bral-22,synthetic,1,6001.0
P09,B,new,27,04 segundos brba-23-syntacc-295Ksteps F-n-20db,brba-23,synthetic,3,11254.2
P09,B,new,28,04 segundos brsp-29-syntacc-295Ksteps M-n-20db,brsp-29,synthetic,5,5905.7
P09,B,new,29,05 segundos brpr-10-gt F-n-20db,brpr-10,natural,5,7043.8
P09,B,new,30,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,5,6578.9
P09,B,new,31,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,5,6678.7
P09,B,new,32,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,3,6555.0
P09,B,new,33,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,3,7165.6
P09,B,new,34,06 segundos bral-24-gt M-n-20db,bral-24,natural,5,8416.5
P09,B,new,35,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,1,8400.3
P09,B,new,36,06 segundos brpr-13-gt F-n-20db,brpr-13,natural,3,7801.2
P09,B,new,37,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,4,7254.9
P09,B,new,38,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,4,11732.4
P09,B,new,39,07 segundos brce-22-gt M-n-20db,brce-22,natural,4,8822.2
P09,B,new,40,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,5,8199.7
P09,B,new,41,07 segundos brpr-20-gt F-n-20db,brpr-20,natural,5,11122.0
P09,B,new,42,07 segundos brpr-27-gt F-n-20db,brpr-27,natural,5,8744.1
P09,B,new,43,08 segundos brce-20-gt M-n-20db,brce-20,natural,5,11155.2
P09,B,new,44,08 segundos brpr-28-gt F-n-20db,brpr-28,natural,5,10124.5
P09,B,new,45,08 segundos brrj-26-gt M-n-20db,brrj-26,natural,5,10189.8
P09,B,new,46,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,5,10348.4
P09,B,new,47,09 segundos brba-22-gt M-n-20db,brba-22,natural,4,24062.8
P09,B,new,48,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,4,10767.8
P09,B,new,49,09 segundos brpr-24-gt F-n-20db,brpr-24,natural,5,10933.0
P09,B,new,50,10 segundos brce-29-gt M-n-20db,brce-29,natural,4,11534.1
P09,B,new,51,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,5,10999.8
P09,B,new,52,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,5,12089.1
P09,B,new,53,10 segundos brpr-29-gt F-n-20db,brpr-29,natural,5,11522.0
P09,B,new,54,11 segundos brpe-20-gt M-n-20db,brpe-20,natural,4,12667.4
P09,B,new,55,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,5,13066.6
P09,B,new,56,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,5,14939.0
P09,B,new,57,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,5,13672.0
P09,B,new,58,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,5,17517.1
P09,B,new,59,14 segundos brrs-24-gt M-n-20db,brrs-24,natural,5,16128.6
P09,B,new,60,17 segundos brrs-21-gt F-n-20db,brrs-21,natural,5,19728.6
P10,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,3,11033.1
P10,B,new,2,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,3,12299.9
P10,B,new,3,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,2,5756.9
P10,B,new,4,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,2,7742.4
P10,B,new,5,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,2,9621.7
P10,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,2,6518.1
P10,B,new,7,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,4,5873.0
P10,B,new,8,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,2,7671.6
P10,B,new,9,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,2,6272.5
P10,B,new,10,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,2,10904.2
P10,B,new,11,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,3,7377.6
P10,B,new,12,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,3,13338.5
P10,B,new,13,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,2,9656.9
P10,B,new,14,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,2,7585.6
P10,B,new,15,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,1,5567.1
